Protein.ID	HRD
jg59888.t1	aspartokinase
jg59885.t1	bet_v_1
jg59872.t1	bet_v_1
jg59870.t1	bet_v_1
jg59864.t2	receptor serine threonine kinase ale2
jg59861.t1	quinolinate phosphoribosyltransferase
jg59860.t1	at1g66480
jg59855.t1	cationic amino acid transporter
jg178325.t1	serine threonine kinase sapk3
jg178328.t1	cationic amino acid transporter
jg178337.t1	subunit theta
jg46987.t1	heavy metal isoprenylated plant
jg123491.t1	wat1
jg123483.t1	wat1
jg70701.t1	skp1
jg70679.t1	wat1
jg70651.t1	methenyltetrahydrofolate cyclohydrolase
jg70649.t1	methenyltetrahydrofolate cyclohydrolase
jg70644.t1	gamma glutamylcyclotransferase
jg70641.t1	udp galactose transporter
jg203414.t1	transketolase
jg203413.t3	atpase aaa
jg203410.t1	small glutamine rich tetratricopeptide repeat alpha
jg142116.t1	long chain fatty acid coa ligase
jg142107.t1	gdsl esterase lipase
jg142090.t1	at4g08330 chloroplastic
jg142058.t2	filament plant
jg142056.t1	chlorophyllide a oxygenase chloroplastic
jg76877.t1	btb poz
jg76860.t1	synthase
jg76850.t1	aldehyde dehydrogenase
jg76849.t1	aldehyde dehydrogenase
jg76846.t1	aspartic proteinase asp1 isoform
jg76824.t1	cellulose synthase interactive isoform
jg127094.t1	amino acid permease
jg127095.t1	amino acid permease
jg127096.t1	amino acid permease
jg40161.t1	methyltransferase
jg40164.t1	zinc finger ccch isoform
jg40165.t1	receptor cytosolic serine threonine kinase rbk2
jg180732.t1	hun
jg95255.t1	nad kinase chloroplastic isoform
jg95251.t1	lrr receptor serine threonine kinase
jg95245.t1	nadh dehydrogenase flavoprotein mitochondrial
jg95224.t1	act acr3 isoform
jg95223.t1	act acr3 isoform
jg95220.t1	f box skp2a
jg95219.t1	chaperone dnaj
jg95218.t1	ras rab
jg95194.t1	scarecrow transcription factor
jg95193.t2	rna exonuclease
jg95178.t1	transcriptional corepressor seuss isoform
jg95128.t1	bidirectional sugar transporter sweet
jg50477.t1	beta xylosyltransferase irx10 isoform
jg50488.t2	auxin efflux carrier component
jg50492.t1	stearoyl9 desaturase chloroplastic
jg50493.t1	proline rich receptor kinase perk10
jg50494.t1	hexosyltransferase
jg50495.t1	heat shock
jg118742.t1	nuclear transcription factor y subunit b
jg118758.t1	c57a10
jg118770.t1	glycolipid transfer gltp
jg118776.t1	inactive leucine rich repeat receptor kinase
jg90156.t1	plastid division pdv1
jg90167.t1	ethylene responsive transcription factor
jg90178.t1	ubiquitin conjugating enzyme e2
jg90182.t1	dihydrofolate synthase folylpolyglutamate
jg137446.t1	transcription factor speechless
jg137420.t1	polypyrimidine tract binding
jg137418.t1	polypyrimidine tract binding
jg137406.t1	atp dependent zinc metalloprotease ftsh mitochondrial
jg137405.t1	abscisic acid receptor pyl8
jg137398.t1	cyclic nucleotide gated ion channel
jg137397.t1	spermidine synthase
jg137388.t1	phosphogluconolactonase
jg137379.t1	phosphogluconolactonase
jg137377.t1	polycomb group fertilization independent endosperm
jg46127.t1	phosphatase
jg36888.t1	g type lectin s receptor serine threonine kinase
jg36889.t1	g type lectin s receptor serine threonine kinase
jg36903.t2	g type lectin s receptor serine threonine kinase
jg36905.t1	g type lectin s receptor serine threonine kinase
jg36906.t1	polyadenylate binding
jg36936.t1	g type lectin s receptor serine threonine kinase
jg36941.t1	leaf rust disease resistance locus receptor kinase isoform
jg36948.t1	nuclear pore complex nup85
jg36989.t1	dehydration responsive element binding
jg37014.t1	exostosin
jg37016.t1	aquaporin tip4
jg37020.t1	casein kinase i isoform
jg37023.t1	l gulonolactone oxidase
jg37034.t1	nrt1 ptr
jg37041.t1	psi k
jg37042.t1	tom1
jg37052.t1	non specific lipid transfer
jg37264.t1	d amino acid transaminase chloroplastic
jg37276.t1	transcription factor myb3r
jg79999.t1	transcription factor myb
jg79980.t1	la
jg11267.t1	sulfite exporter taue safe
jg60038.t1	ferredoxin dependent glutamate synthase
jg60037.t1	g type lectin s receptor serine threonine kinase
jg60036.t1	g type lectin s receptor serine threonine kinase
jg60024.t1	wall receptor kinase
jg60018.t1	leaf rust disease resistance locus receptor kinase
jg60015.t1	gata transcription factor
jg60008.t1	gpi transamidase component pig t
jg59981.t1	exosome complex component rrp43
jg59965.t1	thioredoxin transmembrane isoform
jg59951.t1	casein kinase i isoform
jg59938.t1	phosphoribosylglycinamide transformylase
jg13138.t1	amino acid permease
jg13137.t1	amino acid permease
jg13136.t1	amino acid permease
jg195768.t1	amino acid permease
jg195753.t1	endoribonuclease ybey chloroplastic
jg195748.t1	early nodulin
jg173508.t1	rna polymerase sigma factor
jg106526.t1	amino acid permease
jg106541.t1	fam135b isoform
jg154650.t1	f box interaction
jg154625.t1	50s ribosomal l28
jg154624.t1	pep development arrested chloroplastic isoform
jg154623.t1	metal nicotianamine transporter ysl3
jg154618.t1	f box kelch repeat
jg27935.t2	metal nicotianamine transporter ysl3
jg43472.t1	rab gtpase activating
jg43473.t1	pentatricopeptide repeat chloroplastic
jg43477.t1	pentatricopeptide repeat at3g24000 mitochondrial isoform
jg43483.t1	macro
jg43505.t1	o acetyl adp ribose deacetylase
jg43506.t1	exonuclease mut isoform
jg43507.t1	histone lysine n methyltransferase atxr6
jg43551.t2	wd repeat
jg43552.t1	short chain dehydrogenase reductase
jg43553.t1	glucan endo beta glucosidase
jg43581.t1	abil2 isoform
jg43585.t1	at4g00950
jg43607.t1	iq isoform
jg43613.t3	gamma irradiation mitomycin c induced isoform
jg93514.t1	lysine specific demethylase 3a
jg93516.t1	ring type e3 ubiquitin transferase
jg93519.t1	pectinesterase
jg93540.t1	diacylglycerol o acyltransferase
jg93544.t1	nuclear migration nudc
jg131873.t1	zinc finger constans isoform
jg131872.t1	histone lysine n methyltransferase atx5
jg131871.t1	signal peptide peptidase
jg131830.t1	rhomboid chloroplastic
jg131829.t2	peroxisomal membrane mpv17 isoform
jg131815.t1	amino carboxypropyl histidine synthase subunit
jg131804.t1	indole pyruvate monooxygenase
jg131787.t1	burp rd22
jg131777.t1	burp rd22
jg131776.t1	dna polymerase i
jg165676.t1	anti silencing isoform
jg165677.t1	tracheary element differentiation
jg165690.t1	bromo adjacent bah
jg165709.t1	burp rd22
jg165713.t1	spermidine hydroxycinnamoyl transferase
jg165721.t1	chaperone clpb
jg68266.t1	alcohol acyl transferase allele
jg68278.t1	two on hemoglobin
jg68282.t2	nac transcription factor
jg9201.t2	c2
jg9197.t1	kinase ubib
jg9196.t1	basic leucine zipper transcription factor
jg9193.t1	26s proteasome non atpase regulatory subunit
jg202840.t1	ankyrin isoform
jg3957.t1	auxin induced
jg3947.t1	glyco_transf_64
jg83754.t1	galactokinase
jg83751.t1	nrt1 ptr
jg83750.t1	gamma glutamylcyclotransferase
jg83746.t1	inactive leucine rich repeat receptor serine threonine kinase
jg83745.t2	receptor serine threonine kinase
jg83741.t1	dna topoisomerase
jg83735.t1	dna topoisomerase
jg136963.t1	trifunctional udp glucose dehydratase keto deoxy d epimerase l rhamnose reductase
jg136964.t1	serine arginine rich splicing factor
jg136969.t1	wrky transcription factor
jg136982.t1	50s ribosomal l2
jg137000.t1	pentatricopeptide repeat at5g10690
jg113946.t1	plasma membrane atpase
jg113947.t1	cytoplasmic 60s subunit biogenesis factor rei1
jg113952.t1	bc1 complex kinase chloroplastic
jg113972.t1	replication a kda subunit
jg113979.t1	flowering promoting factor
jg14156.t1	fasciclin arabinogalactan
jg14191.t1	pentatricopeptide repeat isoform
jg75517.t1	zinc_ribbon_10
jg75523.t1	ribosomal rna large subunit methyltransferase h
jg75529.t1	plastid lipid chloroplastic
jg75531.t1	hydrolase
jg75537.t1	ribosomal rna small subunit methyltransferase h
jg75539.t1	pre mrna splicing factor cwf21
jg75557.t1	pentatricopeptide repeat at5g55840
jg75558.t1	histone lysine n methyltransferase atxr7 isoform
jg75573.t1	endonuclease v
jg75595.t1	flz type
jg75597.t1	e3 ubiquitin ligase rzfp34 isoform
jg75610.t1	wall receptor kinase
jg75612.t1	wall receptor kinase
jg75614.t1	molybdate transporter
jg194462.t1	molybdate transporter
jg194461.t1	adp ribosylation factor gtpase activating agd14
jg194450.t1	loc107465226 isoform x1
jg194448.t1	cue
jg194438.t2	e3 ubiquitin ligase arkadia
jg194437.t1	serine threonine phosphatase 2a kda regulatory subunit isoform
jg194436.t1	b cyclin
jg194422.t1	photosynthetic ndh subunit subcomplex b chloroplastic
jg194420.t1	pentatricopeptide repeat at5g11310 mitochondrial
jg68784.t1	gibberellin beta dioxygenase
jg68811.t1	oxoglutarate dependent dioxygenase aop1
jg150835.t1	transcriptional corepressor leunig isoform b
jg6646.t1	indole pyruvate monooxygenase yucca4
jg122609.t1	drug resistance transporter abc
jg122601.t1	transmembrane
jg122600.t1	drug resistance transporter abc
jg122596.t1	eceriferum
jg122595.t1	50s ribosomal l33
jg122594.t1	v type proton atpase proteolipid subunit
jg122593.t1	fad dependent monooxygenase
jg198330.t2	ccr4 not complex exoribonuclease subunit
jg198331.t1	alkenal reductase nadp + dependent
jg198336.t1	histone h2a
jg198338.t1	boron transporter isoform
jg198339.t1	potassium channel akt1
jg198341.t1	26s proteasome non atpase regulatory subunit
jg198342.t1	cytochrome b c1 complex subunit
jg54481.t1	aberrant root formation isoform
jg54474.t1	lysine trna ligase
jg54472.t1	ribosome biogenesis brx1
jg54468.t1	trafficking particle complex ii specific subunit
jg53514.t1	homeobox knotted isoform
jg53529.t1	hydroxyproline o arabinosyltransferase
jg53531.t1	pentatricopeptide ppr repeat
jg53543.t1	lrr receptor serine threonine kinase
jg53549.t1	calcium uptake mitochondrial isoform
jg53550.t1	mitochondrial import receptor subunit tom70
jg53552.t1	memo1
jg53553.t1	hexosyltransferase
jg179905.t1	transcription initiation factor tfiid subunit 4b isoform
jg179917.t1	eama transporter
jg25740.t1	kda proline rich dc2
jg206407.t1	kda proline rich dc2
jg206397.t1	kda proline rich dc2
jg206395.t1	kda proline rich dc2
jg206394.t1	kda proline rich dc2
jg206375.t1	dead box atp dependent rna helicase
jg206373.t1	carboxylesterase
jg206372.t1	spx
jg163544.t1	ein3 binding f box
jg163539.t2	wvd2 isoform
jg163534.t1	g type lectin s receptor serine threonine kinase
jg163527.t1	udp n acetylglucosamine glucose gdp mannose transporter
jg163526.t1	ubiquitin_4
jg163512.t1	ribosomal s6 kinase alpha
jg163489.t1	aconitate hydratase
jg163483.t1	polygalacturonase at3g15720
jg163482.t1	argonaute k1 variant
jg163476.t1	pentatricopeptide repeat chloroplastic
jg163475.t1	afg1 atpase isoform
jg163467.t1	adenine nucleotide transporter bt1 chloroplastic mitochondrial
jg163466.t1	tesmin tso1 cxc isoform
jg163456.t1	peptidyl prolyl cis trans isomerase
jg163424.t1	argonaute k1 variant
jg163419.t1	pppde
jg163416.t1	mitochondrial
jg163409.t1	zinc finger
jg163385.t1	acidic mammalian chitinase
jg163379.t1	pre mrna splicing factor spf27
jg163369.t1	two component response regulator
jg163366.t1	chd3 type chromatin remodeling factor pickle isoform
jg163350.t1	pentatricopeptide repeat at5g27110
jg163348.t1	nadp dependent glyceraldehyde phosphate dehydrogenase
jg163335.t2	sister chromatid cohesion pds5 b isoform
jg163328.t1	ubiquitin carboxyl terminal hydrolase
jg163327.t1	folate biopterin transporter
jg163326.t1	l type lectin receptor kinase
jg163325.t1	enhancer rudimentary
jg163324.t1	folate biopterin transporter
jg181495.t1	aspartate trna ligase
jg181498.t1	early nodulin
jg181511.t1	wat1
jg181520.t1	transmembrane superfamily
jg71739.t1	btb poz npy1 isoform
jg71743.t1	hydroxyisobutyryl coa hydrolase mitochondrial
jg71744.t1	chorismate mutase
jg71761.t1	formin
jg71763.t1	wrky transcription factor
jg71766.t1	wrky transcription factor
jg21799.t1	f box galactose oxidase kelch interaction
jg21801.t1	polygalacturonase
jg21820.t1	serine threonine kinase
jg52468.t1	er membrane complex subunit
jg85184.t1	monogalactosyldiacylglycerol synthase chloroplastic
jg85219.t1	duf1336
jg85223.t2	f box fbd lrr repeat
jg92108.t1	serine threonine phosphatase
jg213731.t1	sensor histidine kinase
jg213741.t1	glutamine dumper
jg213746.t1	glutamine dumper
jg208993.t1	zinc finger constans
jg209000.t1	ubiquitin carboxyl terminal hydrolase
jg209004.t1	tocopherol o methyltransferase chloroplastic
jg209005.t1	f box only
jg193235.t1	e3 ubiquitin ligase aip2
jg193236.t2	fe2og dioxygenase
jg193246.t1	smr
jg193250.t1	chlorophyll a b binding chloroplastic
jg193254.t1	ethylene responsive transcription factor
jg193320.t1	atp synthase subunit delta
jg193351.t1	two component response regulator
jg193354.t1	copper transporter
jg193355.t1	g coupled receptor
jg193356.t1	serine threonine kinase ripk
jg124711.t1	receptor serine threonine kinase
jg55347.t1	phosphatase
jg55344.t1	c2 nt type
jg55343.t1	wrky transcription factor
jg55342.t1	wrky transcription factor
jg55337.t1	serine carboxypeptidase
jg55334.t1	serine carboxypeptidase
jg55329.t1	serine carboxypeptidase
jg55327.t1	serine carboxypeptidase
jg55326.t1	kda class ii heat shock
jg16792.t1	kda class ii heat shock
jg16791.t1	kda class ii heat shock
jg16786.t1	kda class ii heat shock
jg16777.t1	phd finger alfin
jg16774.t1	pentatricopeptide repeat at3g21470
jg16773.t1	big grain
jg16765.t1	ultraviolet b repressible
jg16764.t1	polyamine aminopropyltransferase
jg92902.t1	peroxisome biogenesis factor
jg92927.t1	cytokinin dehydrogenase
jg92957.t1	f box lrr repeat
jg66717.t1	lrr receptor serine threonine kinase erecta isoform
jg66716.t1	ft
jg42702.t1	myosin isoform
jg42687.t1	kda class ii heat shock
jg42656.t1	oxysterol binding 3a
jg42659.t1	oxysterol binding 3a
jg42650.t1	chalcone_isomerase
jg42644.t1	flavonol synthase flavanone hydroxylase
jg127138.t1	n acetyl
jg127152.t1	pentatricopeptide repeat at5g39710
jg127174.t1	guanine nucleotide binding g subunit alpha
jg8854.t3	magnesium transporter
jg8855.t1	cytokinin riboside monophosphate phosphoribohydrolase
jg8871.t1	cytochrome p450 711a1 isoform a
jg8872.t1	cytochrome p450 711a1
jg32718.t1	gras
jg32719.t1	gras
jg106108.t1	glutaredoxin c6
jg106124.t1	beta fructofuranosidase insoluble isoenzyme
jg106127.t1	beta fructofuranosidase insoluble isoenzyme
jg106131.t1	c2h2 type zinc finger
jg106149.t1	delta fatty acyl desaturase
jg106156.t1	duf4408
jg106161.t1	hect type e3 ubiquitin transferase
jg106178.t1	cytosolic fe s cluster assembly factor nbp35
jg106184.t1	zinc transporter chloroplastic isoform
jg106194.t1	gata transcription factor
jg106197.t1	glycine cleavage system p
jg106204.t1	chup1 chloroplastic
jg106205.t1	serine threonine kinase edr1 isoform
jg106214.t1	ycf36
jg85374.t1	reversion to ethylene sensitivity1
jg85361.t1	calcineurin b
jg85358.t1	serine arginine rich splicing factor
jg85357.t1	histone deacetylase
jg85352.t1	glutathione regulated potassium efflux system kefb
jg35457.t1	abscisic acid receptor pyl2
jg35458.t1	pectate lyase
jg35468.t1	strictosidine synthase
jg35483.t1	homeobox ath1 isoform
jg35484.t1	pollen specific sf21
jg35507.t1	far upstream element binding
jg44437.t1	scar
jg44431.t1	xyloglucan endotransglucosylase hydrolase
jg44397.t1	phosphatase 2c
jg44393.t1	vacuolar processing enzyme
jg44366.t1	dna ligase
jg44338.t1	splicing factor subunit
jg199325.t1	early flowering
jg199286.t1	upf0587 c1orf123
jg199270.t1	clathrin interactor epsin
jg181558.t1	transcription factor rax2
jg181550.t1	endo beta xylanase
jg181544.t1	h2a
jg84458.t1	homeobox knotted
jg84450.t1	homeobox leucine zipper
jg84445.t1	transcription factor rax3
jg84412.t2	pectin methylesterase cgr3 isoform
jg84411.t1	csc1 rxw8 isoform
jg84408.t1	chaperone dnaj isoform
jg84406.t1	squalene monooxygenase
jg126157.t1	coupled amino acid transporter
jg1732.t1	xyloglucan glycosyltransferase
jg1734.t1	transcription factor bhlh74 isoform
jg10688.t1	chaperonin subunit beta chloroplastic
jg10676.t1	ap2 ethylene responsive transcription factor ant isoform
jg29971.t1	growth regulating factor
jg29954.t1	pre mrna processing 40a
jg29949.t2	kinesin kin chloroplastic
jg29945.t1	bzip transcription factor
jg191236.t1	phytosulfokine beta
jg10149.t1	ring type e3 ubiquitin transferase
jg10147.t1	40s ribosomal s11
jg10146.t1	embryonic abundant
jg18101.t1	peptidyl prolyl cis trans isomerase
jg18100.t2	wd_repeats_region
jg18099.t1	sob five
jg83559.t1	exocyst subunit exo70
jg83553.t1	f box
jg83552.t1	lim wlim1
jg83537.t1	npgr1 isoform a
jg59063.t1	strigolactone esterase rms3
jg73643.t1	u box
jg73641.t1	atp dependent rna helicase dbp7
jg73639.t1	atp dependent rna helicase dbp7
jg73604.t1	beta galactosidase
jg73601.t2	wat1
jg73585.t1	mitochondrial outer membrane porin
jg73584.t1	f box kelch repeat
jg15671.t1	zinc finger zat10
jg15673.t1	f box
jg15674.t1	qwrf motif isoform
jg50320.t1	acyl coa binding
jg50325.t1	subtilisin protease sbt1
jg50330.t1	syntaxin 6_n
jg50333.t1	uvrd helicase atp binding p loop nucleoside triphosphate
jg50338.t1	aminocyclopropane carboxylate oxidase
jg50354.t1	ring type
jg50356.t1	b cyclin
jg40988.t1	mfp1 attachment factor
jg40989.t1	transcription factor tga4 isoform
jg140515.t1	carbohydrate esterase isoform
jg140508.t1	carbohydrate esterase isoform
jg104624.t1	isoaspartyl peptidase l asparaginase
jg104625.t1	isoaspartyl peptidase l asparaginase
jg104626.t1	isoaspartyl peptidase l asparaginase
jg104643.t1	f box
jg104644.t1	mannose p dolichol utilization defect
jg217921.t1	cysteine protease
jg472.t1	leucine rich repeat plant
jg28160.t1	long chain base biosynthesis
jg46332.t1	ethylene responsive transcription factor rap2
jg46324.t1	zinc finger ccch
jg83987.t1	wuschel homeobox
jg212917.t1	polyadenylate binding
jg124260.t1	e3 ubiquitin ligase rhg1a
jg175305.t1	serine threonine kinase cbk1
jg175308.t1	loc106763765 isoform
jg175356.t1	scp2
jg175357.t1	alpha amylase isozyme
jg175359.t1	alpha amylase isozyme
jg175361.t1	alpha amylase
jg175362.t1	alpha amylase isozyme
jg175363.t1	weak chloroplast movement under blue light
jg175365.t1	vacuolar sorting
jg175368.t1	udp glycosyltransferase
jg175377.t1	hexosyltransferase
jg137698.t1	ef hand pair
jg137699.t1	ef hand pair
jg137712.t1	calcium binding
jg137717.t1	phosphatidate phosphatase pah2
jg23356.t1	bri1 kinase inhibitor
jg174467.t1	phosphatase type 2c
jg174465.t1	origin recognition complex subunit
jg174453.t1	dna directed rna polymerase subunit
jg174451.t1	succinate dehydrogenase subunit mitochondrial
jg50666.t1	26s proteasome regulatory subunit rpn11
jg50675.t1	patatin
jg50686.t1	serac1 isoform
jg50689.t1	serac1 isoform
jg50693.t1	inactive heme oxygenase chloroplastic
jg74676.t1	polyadenylate binding rbp47c
jg74677.t1	serine carboxypeptidase
jg34698.t1	nadh dehydrogenase subunit
jg34682.t1	cytochrome c biosynthesis ccmc mitochondrial
jg34681.t1	ribosomal s7
jg34674.t1	ribosomal s14
jg34671.t1	nadh quinone oxidoreductase subunit h
jg34667.t1	serine carboxypeptidase
jg34620.t1	osb1 mitochondrial
jg136133.t1	disease resistance at4g33300
jg136143.t1	disease resistance
jg136151.t1	nucleobase ascorbate transporter
jg69311.t1	ring type e3 ubiquitin transferase
jg69293.t1	b3 isoform
jg69292.t1	plant specific b3 dna binding
jg69281.t1	plant specific b3 dna binding
jg69278.t1	hydroxyacyldehydratase fabz
jg36215.t1	transcription factor kan4
jg36201.t1	rich receptor serine threonine kinase
jg14482.t1	jingubang
jg69730.t1	adenine dna glycosylase
jg69728.t1	cysteine rich receptor kinase
jg69704.t1	cysteine rich receptor kinase
jg152062.t1	allene oxide synthase chloroplastic
jg201883.t1	exocyst complex component sec3a
jg10133.t1	hexosyltransferase muci70
jg10141.t1	not transcription complex subunit vip2 isoform
jg5750.t1	30s ribosomal s9
jg5749.t1	detoxification
jg5748.t1	f box fbd lrr repeat
jg5745.t1	type iv inositol polyphosphate phosphatase isoform
jg89940.t1	peroxisome biogenesis
jg89939.t1	lim zinc binding
jg89938.t1	rich receptor serine threonine kinase
jg89928.t1	hexosyltransferase
jg89911.t1	e3 ubiquitin ligase rnf185
jg89888.t1	acylglycerol phosphate o acyltransferase
jg89886.t1	pathogenesis thaumatin
jg89879.t1	leishmanolysin peptidase
jg89866.t1	calcium uniporter
jg189671.t1	methyltransferase isoform
jg189668.t1	brassinazole resistant
jg189658.t1	peroxisomal membrane 11a
jg189648.t1	lysophospholipid acyltransferase lpeat1 isoform
jg189647.t1	pppde
jg2797.t1	glycosyltransferase
jg129906.t1	membrane at1g75140
jg129901.t1	outer envelope pore chloroplastic
jg129891.t1	gyf
jg129889.t1	cov isoform
jg129884.t1	glucan endo beta glucosidase
jg129882.t1	60s ribosomal l13
jg210659.t1	cral trio
jg210660.t1	erythronate phosphate dehydrogenase
jg167683.t1	trna demethylwyosine synthase adomet dependent
jg167678.t1	aaa atpase asd mitochondrial
jg167677.t1	aaa atpase asd mitochondrial
jg167676.t1	methyltransferase
jg167671.t1	lrr receptor serine threonine kinase
jg167659.t1	transcription factor radialis
jg188575.t1	dna directed rna polymerase subunit
jg188578.t1	methyl gtp pyrophosphatase isoform
jg61468.t1	ketoacyl coa synthase
jg61467.t1	sugar transporter erd6
jg61459.t1	fact complex subunit ssrp1
jg61457.t1	u box
jg61455.t1	pentatricopeptide repeat
jg61443.t1	tubby f box
jg61433.t1	pentatricopeptide repeat at5g09450 mitochondrial
jg61424.t1	gamma carbonic anhydrase mitochondrial
jg61423.t1	proteasome subunit alpha type
jg63588.t1	auxilin isoform
jg63575.t1	bifunctional dihydroflavonol reductase flavanone
jg63561.t1	dihydroflavonol reductase
jg73954.t1	50s ribosomal l31
jg73955.t1	jasmonate o methyltransferase
jg190680.t1	inositol pentakisphosphate kinase
jg190683.t1	50s ribosomal l32
jg80198.t1	phosphatidylinositol phosphatidylcholine transfer sfh8 isoform
jg20522.t1	bifunctional nuclease
jg20551.t1	bzip transcription factor
jg20576.t1	ddb1and cul4 factor
jg215314.t1	26s proteasome non atpase regulatory subunit
jg215315.t1	expansin
jg215320.t1	upf0496 at1g20180
jg215321.t1	upf0496 at1g20180
jg215322.t1	cinnamyl alcohol dehydrogenase
jg19016.t1	bhlh transcription factor
jg164608.t1	feruloyl esterase a
jg164610.t1	trimethylguanosine synthase
jg72448.t1	subunit n methyltransferase
jg72449.t1	thioredoxin cdsp32 chloroplastic
jg72451.t1	serine threonine tyrosine kinase
jg72456.t1	alpha amylase isozyme
jg211424.t1	adp ribosylation factor
jg211426.t1	adp ribosylation factor
jg211415.t2	ribosomal s2
jg211410.t1	prolyl oligopeptidase
jg211409.t1	trna pseudouridine synthase
jg211407.t1	l ascorbate oxidase
jg211403.t1	pgr
jg211401.t1	pgr
jg211400.t1	pgr
jg211391.t1	coumarate coa ligase
jg65514.t1	pentatricopeptide repeat isoform
jg65515.t1	oxophytodienoate reductase
jg65519.t2	regulator telomere elongation helicase
jg65526.t1	short chain dehydrogenase reductase 42e
jg65527.t1	chlorophyll a b binding chloroplastic
jg65528.t1	isoform
jg65529.t1	udp rhamnose galactose transporter
jg115212.t1	peptide n4 n acetyl beta glucosaminyl asparagine amidase a
jg115228.t1	bel1 homeodomain
jg147041.t1	beta galactosidase
jg147042.t1	thioredoxin h type
jg147043.t1	glucose induced degradation isoform
jg147046.t1	gtpase obg
jg147047.t1	dehydration responsive element binding 2d
jg68936.t1	wat1
jg215802.t1	cysteine proteinase 15a
jg21996.t1	shi sequence
jg159283.t1	dihydrolipoyllysine residue succinyltransferase
jg159284.t1	ferritin chloroplastic
jg159286.t1	b box zinc finger
jg159288.t1	accumulation replication chloroplasts chloroplastic
jg159298.t1	mediator rna polymerase ii transcription subunit
jg159299.t1	acylglycerol phosphate o acyltransferase
jg159303.t1	eukaryotic translation initiation factor subunit i
jg12389.t1	dna directed rna polymerase subunit beta
jg12387.t1	lysine specific histone demethylase
jg152201.t1	aldehyde oxidase glox1
jg152199.t1	60s ribosomal l13a
jg152197.t2	reticulon
jg1994.t1	histone h3
jg1997.t1	gaga binding transcriptional activator
jg66281.t1	bzip transcription factor
jg66280.t1	cytochrome p450 83b1
jg66279.t1	cytochrome p450 83b1
jg66272.t1	iq binding motif
jg66270.t2	small rna degrading nuclease
jg66270.t3	small rna degrading nuclease
jg66270.t1	small rna degrading nuclease
jg66269.t1	pre mrna splicing factor atp dependent rna helicase
jg66268.t1	small rna degrading nuclease
jg66267.t1	pre mrna splicing factor atp dependent rna helicase
jg66255.t1	s adenosyl l methionine dependent methyltransferase
jg66253.t1	auxin response factor
jg75164.t1	auxin induced 6b
jg75152.t1	disease resistance cc nbs lrr
jg75116.t1	filament plant
jg75101.t1	exoribonuclease
jg75098.t1	transcription factor bhlh140
jg75096.t1	disulfide isomerase lqy1 chloroplastic
jg75091.t1	hva22
jg75083.t2	trna adenine n methyltransferase non catalytic subunit trm6
jg75081.t5	retrovirus pol polyprotein from transposon tnt
jg75082.t1	trna adenine n methyltransferase non catalytic subunit trm6
jg48655.t1	gibberellin regulated
jg48648.t1	gibberellin regulated
jg19597.t1	60s ribosomal l7
jg19596.t2	isoform
jg19595.t1	f box interaction
jg19594.t1	pathogenesis thaumatin
jg19589.t1	endoplasmin isoform
jg87744.t1	dead box atp dependent rna helicase
jg87743.t1	dead box atp dependent rna helicase
jg87741.t1	synaptotagmin
jg87735.t1	vacuolar sorting
jg87732.t1	vacuolar sorting
jg87715.t1	gdsl esterase lipase
jg209898.t1	gdsl esterase lipase exl3
jg209907.t1	mads box transcription factor
jg94482.t1	gdsl esterase lipase exl3
jg94483.t1	40s ribosomal s3
jg94494.t1	gdsl esterase lipase exl3
jg94502.t1	hth la type rna binding
jg22470.t1	ring h2 finger
jg22493.t1	pentatricopeptide repeat at2g15820 chloroplastic
jg9076.t2	calcium dependent kinase
jg2190.t1	subunit beta
jg2198.t1	subunit beta
jg33288.t1	serine threonine phosphatase pp1
evgLocus_50353.mrna1	cyclin dependent kinase inhibitor smr11
jg33292.t1	bromodomain testis specific
jg33295.t1	kh rna binding
jg33296.t1	acid phosphatase
jg33299.t1	mannan endo beta mannosidase
jg33302.t1	serine threonine kinase stn8 chloroplastic
jg33310.t1	subtilisin protease sbt4
jg33326.t1	subtilisin protease sbt4
jg33330.t1	transmembrane 87b
jg33331.t1	vacuolar sorting receptor
jg33333.t1	ccr4 not transcription complex subunit isoform
jg33338.t1	pentatricopeptide repeat at2g17670
jg33345.t1	metalloendoproteinase mmp
jg31017.t1	squamosa promoter binding
jg154851.t1	malate dehydrogenase
jg154855.t1	hydroxyisobutyryl coa hydrolase mitochondrial
jg154864.t1	hydroxyisobutyryl coa hydrolase mitochondrial
jg154868.t1	wat1
jg154870.t1	ethylene responsive transcription factor erf034
jg154871.t1	dnaj a
jg154876.t1	udp glycosyltransferase
jg154881.t1	udp glycosyltransferase
jg178249.t1	udp glycosyltransferase
jg171959.t1	udp glycosyltransferase
jg171956.t1	myb transcription factor
jg171954.t1	lanosterol alpha demethylase
jg171953.t1	upf0481
jg171952.t1	upf0481
jg171949.t1	upf0481 at3g47200
jg171948.t1	oxygen evolving enhancer chloroplastic
jg171946.t1	transcription termination factor mtef18 mitochondrial
jg171936.t1	homeobox leucine zipper hat3
jg171935.t1	udp glycosyltransferase
jg171934.t1	peptidylprolyl isomerase
jg171931.t1	pin likes
jg171930.t1	pin likes isoform
jg171928.t1	plasma membrane atpase
jg171925.t1	ethylene responsive transcription factor
jg171923.t1	nitrate regulatory gene2
jg171922.t1	bzip transcription factor bzip80
jg171919.t1	serine threonine kinase
jg188881.t2	vascular death chloroplastic isoform
jg188884.t1	glycine trna ligase
